title,year,description,rank,min_player,max_player,min_time,max_time,avg_rating,num_rating,std_dev_rating,weight,num_comment,num_fan,num_view,total_play,month_play,num_own,num_wish,min_age
Magic: The Gathering,1993,Cast spells and summon fantasy monsters in the original collectible card game.,157,2,2,20,20,7.549,35790,1.84,3.23,7307,1964,1109474,582907,332,39184,720,13
Glen More II: Chronicles,2019,Expand your Scottish clan by trading livestock; making whisky and gaining landmarks.,158,2,4,90,120,7.973,6000,1.15,3.04,1039,440,543280,16700,12,10656,3058,12
Viscounts of the West Kingdom,2020,Travel the Kingdom seeking upgrades in an attempt to bring poverty or prosperity.,159,1,4,60,90,7.929,6739,1.18,3.45,1036,574,575478,22134,35,14149,2904,12
Memoir '44,2004,Revisit the battles of D-Day and control the forces of the Allies and the Axis!,160,2,8,30,60,7.555,27726,1.38,2.27,6807,2033,2506816,134523,93,37155,6184,8
Horrified,2019,Classic movie monsters terrorize a town! Can your team stop them in time?,161,1,5,60,60,7.742,11569,1.12,2.04,1962,839,882225,35175,42,23777,4367,10
The Resistance: Avalon,2012,Who can you trust? A game of social deduction set in King Arthur’s legendary realm.,162,5,10,30,30,7.55,29996,1.51,1.76,4456,1253,1583930,125744,31,42865,4134,13
This War of Mine: The Board Game,2017,Civilians trapped in a war-torn city must make difficult decisions to survive.,163,1,6,45,120,7.805,10734,1.55,3.29,2077,1276,1388213,20813,12,20318,5399,18
Railways of the World,2005,Build rails; race to deliver scarce goods; and fulfill your Rail Baron's secret goal.,164,2,6,120,120,7.678,11663,1.34,3.02,3320,462,1381312,31314,10,12525,3121,10
Dead of Winter: A Crossroads Game,2014,As you struggle to keep survivors alive; how will you value group vs. personal needs?,165,2,5,60,120,7.518,42771,1.43,3.01,6066,3114,2720539,73143,17,58762,9001,13
Cosmic Encounter,2008,Conquer the galaxy with shifting alliances and the unique powers of your alien race.,166,3,5,60,120,7.536,29926,1.7,2.58,6034,2048,2257559,73958,26,37224,8533,12
Castles of Mad King Ludwig,2014,Choose and play tiles to satisfy the king's whims and build the best fantasy castle.,167,1,4,90,90,7.533,23793,1.24,2.66,4013,937,1301478,76641,15,30076,6092,13
Ora et Labora,2011,Manage workers and resources to build up the land around your medieval monastery.,168,1,4,60,180,7.699,10366,1.36,3.89,1946,523,1072879,20777,5,13161,3619,13
Sagrada,2017,Craft the best stained-glass windows by carefully placing colorful transparent dice.,169,1,4,30,45,7.505,33108,1.16,1.92,4624,1261,1280256,197932,202,52550,6787,14
A Game of Thrones: The Board Game (Second Edition),2011,Make alliances—and break them!—as you strive to both unite and conquer Westeros.,170,3,6,120,240,7.565,31350,1.53,3.73,4638,2691,2495080,34005,14,43083,5192,14
Tyrants of the Underdark,2016,Lead a Drow house and build the best deck to establish supremacy over the Underdark.,171,2,4,60,60,7.915,6687,1.22,2.55,1059,479,697659,21353,26,8578,2629,14
Terraforming Mars: Ares Expedition,2021,Return to Mars and terraform it once again; this time using only cards.,172,1,4,45,60,7.756,9054,1.43,2.92,1728,604,794653,35743,158,20268,2682,14
War Chest,2018,Recruit; bolster and maneuver your way to controlling the hex-grid battlefield.,173,2,4,30,30,7.937,6576,1.32,2.31,1062,465,599566,34545,75,10230,3116,14
Dinosaur Island,2017,Research DNA to bring prehistoric reptiles to life.,174,1,4,90,120,7.643,14134,1.34,3.04,2549,922,1272212,36231,13,23626,4834,8
Sekigahara: The Unification of Japan,2011,Defend or depose the Toyotomi heir by commanding the loyalty of the feudal lords.,175,2,2,180,180,8.021,5090,1.28,2.81,1386,483,904265,10183,7,8427,2983,14
Ticket to Ride: Nordic Countries,2007,Build railways to connect destinations across Scandinavia; Finland; and Estonia.,176,2,3,30,60,7.633,12814,1.23,1.98,2368,379,566891,44242,17,19578,3109,8
Suburbia,2012,Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,177,1,4,60,90,7.501,23242,1.25,2.77,4111,975,1422557,68578,26,26850,6268,8
Commands & Colors: Ancients,2006,Accessible game of warfare from the dawn of history to the opening of the Middle Ages,178,2,2,60,60,7.773,8335,1.41,2.69,2710,806,1583227,40573,14,11168,2682,12
Undaunted: Normandy,2019,Command your rifle platoon to victory in this WWII multi-scenario deck builder.,179,2,2,45,60,7.834,7651,1.21,2.25,1249,627,812303,28972,44,15612,3504,14
Near and Far,2017,Explore the lands to discover the Last Ruins and become the most storied traveller.,180,2,4,90,120,7.742,9005,1.32,2.87,1808,799,1021131,29469,15,19094,5842,13
Calico,2020,Sew a quilt; collect buttons; attract cats!,181,1,4,30,45,7.673,11645,1.19,2.2,1838,713,536872,56347,93,20997,4100,10
Village,2011,Send your villagers to work; travel; pray; and... die when it brings the most renown.,182,2,4,60,90,7.508,21726,1.19,3.07,3540,837,1259497,45729,21,28048,3847,12
Captain Sonar,2016,Torpedoes away! Hunt for your opponent's sub in this exciting; real-time team game.,183,2,8,45,60,7.542,18389,1.38,2.18,3080,600,1146410,43232,14,25522,6092,14
Combat Commander: Europe,2006,Recreate the European theater of World War II in this acclaimed card-driven wargame.,184,2,2,60,180,7.951,5679,1.64,3.25,1925,862,1539246,28321,5,8473,2054,12
Nations,2013,Steer the fate of your nation; from the ancient world until the outbreak of WW1.,185,1,5,40,200,7.624,11719,1.41,3.54,2234,638,1271155,31375,7,12511,3447,14
Dominion (Second Edition),2016,Acquire cards to grow your kingdom's influence in this classic deck-building game.,186,2,4,30,30,7.881,6829,1.36,2.17,801,292,321660,35884,60,10648,1532,14
Coimbra,2018,Spread your influence across monasteries of Portugal and beyond!,187,2,4,60,90,7.659,10360,1.16,3.27,1548,460,810899,27063,27,13957,3399,14
Go,-2200,Use stones to control space in this ancient game with simple rules.,188,2,2,30,180,7.64,15942,1.91,3.94,3919,1025,791734,65378,19,22146,1849,8
Star Realms: Colony Wars,2015,Expand your fleet; defend your bases; and prevail in the battle for the colonies.,189,2,2,20,20,7.826,7145,1.2,1.91,1016,247,224826,25742,23,16218,786,12
Space Base,2018,Amass spaceships for your fleet as you roll your way to domination.,190,2,5,60,60,7.578,13639,1.24,2.11,2138,513,723432,98408,263,19749,4238,14
Ra,1999,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,191,2,5,45,60,7.492,20341,1.34,2.35,5435,619,1494364,77336,24,19908,5212,12
Paths of Glory,1999,Step into the shoes of rulers and generals who triumphed or failed in the Great War.,192,2,2,480,480,8.058,4813,1.65,3.84,1733,576,1353669,8131,3,9073,2118,14
Splendor,2014,Renaissance merchants race to grab gems; acquire property; and please nobility.,193,2,4,30,30,7.434,68705,1.29,1.79,9922,2719,2348280,465255,334,98653,8698,10
Codenames: Duet,2017,Swap one-word coded clues with your partner; trying to identify specific word cards.,194,2,2,15,30,7.502,18587,1.23,1.35,2686,394,530812,132685,168,37256,2668,11
Under Falling Skies,2020,You alone command the forces of a city holding off invading aliens.,196,1,1,20,40,7.822,6874,1.12,2.44,1110,556,529169,36072,102,16247,2979,12
Tichu,1991,Be the first team to empty your hands in this popular partnership climbing card game.,195,4,4,60,60,7.578,14287,1.68,2.34,3520,587,960403,118093,31,22127,1932,10
Detective: A Modern Crime Board Game,2018,Collaborate in an FBI unit to solve cases using high-tech & traditional techniques.,198,1,5,120,180,7.768,9024,1.62,2.74,1605,698,830736,19479,6,19537,3733,16
Dune,2019,Wildly different factions vie for control of Arrakis through alliance and treachery.,197,2,6,120,180,8.041,5802,1.56,3.97,1228,873,1102644,6880,12,14252,4094,14
Carcassonne,2000,Shape the medieval landscape of France; claiming cities; monasteries and farms.,199,2,5,30,45,7.415,113241,1.31,1.9,19789,6321,4052744,523100,300,168780,7732,7
La Granja,2014,Develop your farm and compete to deliver goods to the market at the right time.,200,1,4,90,120,7.641,9977,1.25,3.57,1887,426,833718,32346,14,12106,2559,12
Chronicles of Crime,2018,Lay out the case; interrogate suspects; and investigate crime scenes with your phone.,201,1,4,60,90,7.684,18854,1.41,2.09,3211,1389,922778,42846,17,31131,4229,12
Ticket to Ride,2004,Build your railroad across North America to connect cities and complete tickets.,202,2,5,30,60,7.408,79489,1.3,1.84,13454,3593,2675468,289320,89,111562,6815,8
Cyclades,2009,Win the favor of the Gods in this competitive auction; area control game.,203,2,5,60,90,7.516,19624,1.33,2.82,3558,1134,1504758,34021,15,21969,6071,13
MicroMacro: Crime City,2020,Find the small traces to solve the big cases.,204,1,4,15,45,7.647,9731,1.22,1.12,1312,373,391149,60160,84,20118,3261,12
Legendary: A Marvel Deck Building Game,2012,Assemble Marvel's finest Heroes to combat Masterminds and thwart their Schemes!,205,1,5,30,60,7.554,21350,1.49,2.43,3794,2541,3421738,163716,82,32629,3956,14
YINSH,2003,Move rings over pieces to flip them; creating rows of five in your color.,206,2,2,30,60,7.702,8179,1.32,2.68,2092,320,633295,30405,22,10610,3198,9
Zombicide: Black Plague,2015,Work together to kill zombies in the Middle Ages! Then kill more zombies!,207,1,6,60,180,7.652,14401,1.43,2.5,2240,1532,1655234,36648,22,24569,4086,14
Kanban: Driver's Edition,2014,Car-factory workers optimise and innovate to stand out at the big board meeting.,208,2,4,90,120,7.816,6380,1.43,4.36,1260,383,783857,15625,5,8500,2041,12
Secret Hitler,2016,In pre-WW2 Germany; Liberals and Fascists square off in an intrigue-filled parliament,209,5,10,45,45,7.532,22707,1.6,1.67,3457,1054,1409232,95712,61,31600,5689,13
T.I.M.E Stories,2015,Protect the world from paradoxes with your team of time-traveling agents.,210,2,4,90,90,7.463,25860,1.72,2.6,3951,1518,2255018,60093,8,38230,6778,12
Dwellings of Eldervale,2020,Battle for control of a new fantasy realm in this worker placement game.,211,1,5,60,150,8.232,3772,1.5,3.22,927,984,867880,10402,22,5205,5342,14
Nidavellir,2020,Assemble and prepare a formidable crew of dwarfs to fight the mighty Fafnir!,212,2,5,45,45,7.681,8533,1.12,2.13,1193,369,494839,36279,70,11443,3534,10
Santorini,2016,Use different divine powers to build and climb the towers!,213,2,4,20,20,7.416,33687,1.32,1.73,5227,1305,1611899,206291,193,54335,7563,8
Roll Player,2016,Draft dice and purchase skills; traits and equipment to create the perfect RPG hero.,214,1,4,60,90,7.497,17116,1.19,2.42,2668,1075,931660,59898,42,26090,5332,10
Deception: Murder in Hong Kong,2014,Interpret forensic evidence to solve a murder. Beware; the murderer may be among you!,215,4,12,20,20,7.48,19176,1.33,1.59,3256,664,1063556,90332,61,28425,6476,14
Century: Golem Edition,2017,Snatch up costly crystals and synthesize them to create wondrous golems.,216,2,5,30,45,7.653,9604,1.19,1.7,1615,439,542840,40578,54,14833,3303,8
Unmatched: Cobble & Fog,2020,Heroes from Victorian-era literature join a skirmish to the death.,217,2,4,20,40,8.178,3943,1.21,1.98,492,255,267957,9159,47,9724,1713,9
The Princes of Florence,2000,Attract artisans and scholars to your palazzo by building and landscaping.,218,2,5,75,100,7.522,14917,1.36,3.25,3918,345,1058254,28246,2,16314,2255,12
Goa,2004,Run a spice trade business in colonial-era India in this closed-loop economy game.,219,2,4,90,90,7.571,11211,1.29,3.37,3078,293,979467,24930,2,11130,2779,12
Hanamikoji,2013,Win the favor of the geishas through careful speculation and bold moves.,220,2,2,15,15,7.521,14354,1.19,1.72,2473,743,643464,66366,78,23238,3617,10
Sushi Go Party!,2016,Pass sushi around a bigger table and take the best dishes. Save room for dessert!,221,2,8,20,20,7.432,28265,1.14,1.3,3904,819,924741,104302,149,50551,4941,8
Modern Art,1992,Four types of auctions challenge players in this classic game of art speculation.,222,3,5,45,45,7.457,19133,1.32,2.3,4824,514,1179531,42682,28,24016,4499,10
Flamme Rouge,2016,Riders negotiate the peloton and avoid exhaustion in this card-pedaled Tour de Force.,223,2,4,30,45,7.524,15030,1.27,1.7,2319,771,1109544,64248,42,19626,3915,8
Aeon's End: Legacy,2019,Defend your increasingly desperate home from The Nameless in an evolving campaign.,224,1,4,45,90,8.117,3940,1.42,2.82,820,398,436726,23009,25,7975,2113,14
Hero Realms,2016,Compete head-to-head to create the most powerful deck of spells and minions!,225,2,4,20,30,7.562,15099,1.22,1.89,2216,1264,881134,85870,153,26034,2050,12
Isle of Skye: From Chieftain to King,2015,Build your kingdom as Chieftain one tile at a time and rule all of Scotland!,226,2,5,30,50,7.412,22973,1.15,2.25,3483,663,1090563,78637,39,30108,4148,8
Arcadia Quest,2014,Fight against rival guilds and monsters in a campaign to reclaim the city of Arcadia.,227,2,4,60,60,7.66,9878,1.5,2.53,1812,1053,1335709,26105,12,15558,3875,13
Shogun,2006,Gain control of medieval Japan by amassing troops and sending them out to battles.,228,3,5,90,120,7.53,13332,1.34,3.37,2720,524,1303414,17879,0,13367,3694,12
Galaxy Trucker,2007,Prepare for unknown dangers by building the best spaceship possible.,229,2,4,60,60,7.375,31913,1.45,2.33,6215,1260,1561521,85931,18,35603,6554,10
Star Wars: Outer Rim,2019,Star Wars characters race across the galaxy trying to achieve the most fame!,230,1,4,120,180,7.706,8642,1.31,2.5,1346,858,913819,20490,46,16335,3557,14
Too Many Bones: Undertow,2018,Songstress Stanza & stealthy Duster board a raft & chuck gobs of dice on the Sibron.,231,1,2,60,180,8.724,2371,1.31,4.03,435,582,305625,5434,2,6773,982,12
The Taverns of Tiefenthal,2019,Construct and upgrade your own tavern in this beer-filled deckbuilding game.,232,2,4,60,60,7.603,10141,1.14,2.7,1366,537,645397,39166,62,17496,3480,12
My City,2020,Develop your city through the ages in this family-friendly legacy experience.,233,2,4,30,30,7.782,6179,1.17,2.01,999,295,443459,95588,137,13281,3676,10
Viticulture,2013,Seasons pass as you develop your vineyard; harvest grapes; make wine and fill orders.,234,2,6,90,90,7.54,11838,1.43,2.93,1697,675,976627,31411,17,9974,3222,13
Steam,2009,Rival railways compete to build networks and maximise profits by transporting goods.,235,3,5,90,90,7.571,9880,1.36,3.46,2261,424,1239445,20016,3,10799,2216,10
Glory to Rome,2005,Build card combos and race to rebuild Rome to become the most influential Patrician.,236,2,5,60,60,7.487,13540,1.4,2.93,3637,736,1533805,59424,14,14777,4222,12
1960: The Making of the President,2007,Players act as campaign managers in this replay of the 1960 presidential election.,237,2,2,90,120,7.623,8950,1.33,3.2,2854,465,873203,16191,6,10897,2522,12
1830: Railways & Robber Barons,1986,A classic game of managing railroads and investing wisely.,238,2,7,180,360,7.867,5153,1.61,4.16,1681,364,883001,13582,8,7948,1541,14
"Unmatched: Battle of Legends, Volume One",2019,Heroes and villains of legend (and their sidekicks) fight to the death.,239,2,4,20,40,7.887,5871,1.31,1.91,808,511,671511,27576,76,11469,2478,9
Paleo,2020,Your Stone Age tribe must work together to eat; survive; and develop new tech.,240,1,4,45,60,7.802,6415,1.27,2.62,855,500,604276,33627,112,12634,4646,10
Pulsar 2849,2017,Draft dice to harness the power of pulsars in the gold rush of a new millenium!,241,2,4,60,90,7.695,7445,1.19,3.35,1142,297,608205,17653,13,10243,2763,14
Samurai,1998,Dispute the favor of three different castes in order to unite Japan under your rule.,242,2,4,30,60,7.459,15514,1.19,2.48,3871,450,1180996,45955,17,15931,3576,10
Lewis & Clark: The Expedition,2013,Explorers race from Missouri to Oregon; asking local Native American tribes for help.,243,1,5,120,120,7.472,14401,1.29,3.34,2590,616,1066957,36152,12,17575,3532,14
Fantasy Realms,2017,Build the greatest fantasy kingdom by constructing the best hand.,244,2,6,20,20,7.561,10090,1.23,1.76,1405,370,508055,115874,313,16566,2726,14
Bora Bora,2013,Balance difficult choices and seek glory on an island paradise.,245,2,4,60,120,7.562,9611,1.34,3.74,2051,423,778459,23670,2,12331,2338,12
The Red Cathedral,2020,Lead a construction team to build Saint Basil's Cathedral under the Tsar's reign.,246,1,4,80,80,7.793,6050,1.06,2.82,924,403,411699,18294,84,11931,2550,10
Kingdomino,2016,Build a kingdom with varied terrains on domino-shaped tiles in this fast family game.,247,2,4,15,25,7.339,39921,1.12,1.21,5659,1141,1245188,297832,224,66543,3966,8
Western Legends,2018,Become a gun-toting outlaw; or a law-abiding marshal in this Wild West sandbox.,248,2,6,60,90,7.628,8918,1.41,2.81,1622,1104,1139812,17835,17,14448,4358,14
